,age_group,gender,education,total_fam_income,marital_status,nicotine,alcohol,marijuana,cocaine,heroin,hallucinogen,inhalant,methamphetamine,pain_reliever,tranquilizer,stimulant,psychotherapeutic,think,plan,attempt
3773,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3780,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3781,1,0,5,6,4,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1
3785,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3789,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3795,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3798,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3808,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3810,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3814,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,1,0,5,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3832,1,0,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3833,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3837,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3840,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3847,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3851,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3855,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3861,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3878,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3890,1,1,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
3894,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3904,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3910,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3911,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3920,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3930,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3931,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3933,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3934,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3939,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3944,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3947,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3948,1,0,5,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3949,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3951,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3952,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3953,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3954,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3969,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3970,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3972,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3978,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3984,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3985,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3987,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3988,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3997,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3998,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3999,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4015,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4019,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4033,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4034,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4036,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4043,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4048,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4049,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4052,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4053,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4055,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4066,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4075,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4078,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4081,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4083,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4084,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4090,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4091,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4099,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4103,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4111,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4117,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4123,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4127,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4131,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4133,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4140,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4141,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4142,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4143,1,0,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4144,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4149,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4151,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4154,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4157,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4168,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4176,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4183,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4185,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4186,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,1,0,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4195,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4215,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4216,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4227,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4231,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4234,1,0,5,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
4236,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4243,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,1,0,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4251,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4260,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4261,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4265,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4266,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4276,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
4283,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4288,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4290,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4293,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4300,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4310,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4311,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4312,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4313,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4314,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4324,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4325,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4329,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4335,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4338,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4342,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4364,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4365,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4379,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4382,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4384,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4393,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4395,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4398,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4402,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4404,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4412,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4413,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4416,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4418,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4419,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4421,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4422,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4425,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4427,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4429,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4430,1,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4431,1,0,5,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
4438,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4439,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4440,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4442,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4447,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4452,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4453,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4454,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4455,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4456,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4457,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4468,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4474,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4475,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4489,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4490,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4491,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4493,1,1,5,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
4495,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4503,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4504,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4505,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4511,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4516,1,0,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
4517,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4518,1,0,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4519,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4524,1,0,5,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
4525,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4528,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4531,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4537,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4542,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4543,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4550,1,0,5,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
4551,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4552,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4556,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4558,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4559,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4560,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4565,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4566,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4572,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4577,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4580,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4589,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4594,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4597,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4598,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4602,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4608,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4612,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4613,1,1,5,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4616,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4620,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4636,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4639,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4644,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4653,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4654,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,1,0,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4662,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4664,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4665,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4673,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4675,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,1,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4685,1,1,5,7,4,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
4687,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4691,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4695,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4698,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4701,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4707,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4714,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4718,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4720,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4724,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4725,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4729,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4731,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4735,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4736,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4741,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4743,1,0,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4749,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4751,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4762,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4767,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4772,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4793,1,0,5,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4795,1,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4799,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4800,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4804,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4807,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4808,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4811,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4812,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4813,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4814,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4816,1,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4817,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4820,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
