,age_group,gender,education,total_fam_income,marital_status,nicotine,alcohol,marijuana,cocaine,heroin,hallucinogen,inhalant,methamphetamine,pain_reliever,tranquilizer,stimulant,psychotherapeutic,think,plan,attempt
4077,2,1,3,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4079,2,0,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4087,4,0,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
4088,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,5,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4093,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,2,0,3,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4096,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,4,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,4,1,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4101,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,3,1,4,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4106,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,5,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,2,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4112,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4114,5,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4115,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,3,0,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,2,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4121,3,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0
4122,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,5,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4125,3,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,2,1,4,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4129,2,1,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,3,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,2,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,2,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4138,2,1,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4145,5,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,2,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4148,2,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4150,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,2,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4153,3,1,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4155,3,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4158,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,2,0,2,7,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
4161,2,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4162,5,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4164,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4165,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4166,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4167,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4169,5,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,4,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4172,2,0,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4175,2,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4177,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,4,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,5,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,2,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4188,2,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4189,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4191,2,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4192,4,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,2,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4198,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4201,4,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4202,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4204,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4207,3,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,2,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,5,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4213,2,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4214,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4217,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,5,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4224,3,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4225,2,0,3,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4226,3,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4229,2,1,2,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4233,5,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4237,5,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4238,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4239,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4240,2,1,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4241,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4242,4,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,2,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4246,2,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4248,4,0,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,4,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,2,1,3,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4252,4,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,2,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,3,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,2,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,2,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4258,2,0,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4259,4,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,2,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4263,2,1,3,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4267,3,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4268,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,5,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4272,4,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,2,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,4,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,2,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4279,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,3,0,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4282,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4284,4,1,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4285,4,1,2,1,4,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
4287,4,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4289,4,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4291,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4292,4,0,4,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4294,2,1,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295,3,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4296,4,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4298,2,1,3,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4299,4,0,4,7,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4301,2,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,2,0,3,7,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
4304,4,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4305,2,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4306,4,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,5,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4308,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4309,2,0,3,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4315,2,0,3,7,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4316,3,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4317,2,0,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4318,5,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319,3,1,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4320,4,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,2,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,4,0,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4323,4,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4326,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4327,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,4,1,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4330,3,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,2,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4333,4,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4334,2,0,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4337,3,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4339,2,1,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4340,4,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4341,2,1,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4343,2,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4344,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4345,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4346,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4347,2,1,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4348,2,1,1,6,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
4349,3,0,4,4,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
4351,5,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,2,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4354,2,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,2,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4356,3,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
4357,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,4,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,3,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4362,5,0,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4363,4,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4366,5,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4367,4,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4368,5,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4369,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4370,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4371,2,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4372,4,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4373,2,0,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4374,2,0,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4375,5,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4376,3,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,3,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4378,3,0,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4380,5,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381,5,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385,4,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4386,5,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4387,2,0,2,4,4,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
4388,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389,4,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4390,2,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4391,2,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4392,3,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4394,3,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4396,5,0,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4397,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4399,4,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,3,1,3,6,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4401,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4403,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4405,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4406,3,1,3,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4407,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4409,4,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4410,3,1,2,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4411,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4414,2,0,3,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4415,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4420,2,1,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4423,2,1,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4424,3,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4426,3,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4432,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4433,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4434,3,1,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4435,4,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4436,4,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4437,2,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4441,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,2,0,3,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4444,2,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4445,3,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4446,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4448,2,1,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4449,3,1,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4450,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4451,5,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4459,5,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4460,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4461,3,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4462,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4463,3,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4464,2,0,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4465,2,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4466,2,1,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4467,3,1,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4469,4,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,3,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4471,3,0,3,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4472,4,1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4473,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4476,3,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4477,2,0,3,6,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
4478,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4479,2,0,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
4480,3,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4481,4,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4482,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4484,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485,3,1,3,7,4,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
4486,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4487,2,1,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4488,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,3,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4494,3,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496,2,1,4,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4497,3,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4498,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499,4,1,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500,3,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4501,5,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4502,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4506,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4507,3,0,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
4508,4,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4509,2,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4510,2,1,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4512,2,1,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4513,3,0,4,7,3,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
4515,2,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4521,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,4,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4523,2,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4526,3,1,3,7,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
4527,5,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4529,4,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4530,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4532,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4533,3,1,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4535,4,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4536,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4538,4,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4539,4,1,2,5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4541,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4544,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4545,2,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4546,5,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4547,2,1,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4548,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549,2,0,3,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4553,2,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4554,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4555,2,0,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4557,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4561,3,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
